Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats
Hyundai EON D Lite Plus,Hyderabad,2014,15322,Petrol,Manual,First,21.1,814.0,55.2,5.0
Honda Brio E MT,Jaipur,2012,47000,Petrol,Manual,First,19.4,1198.0,86.8,5.0
Volkswagen Vento Diesel Highline,Chennai,2011,76041,Diesel,Manual,First,20.54,1598.0,103.6,5.0
Hyundai Accent GLE,Kolkata,2009,46000,Petrol,Manual,First,13.2,1495.0,94.0,5.0
Mahindra Bolero SLX,Jaipur,2013,160000,Diesel,Manual,Second,15.96,2523.0,62.1,7.0
Maruti Celerio ZDi,Bangalore,2015,17000,Diesel,Manual,Second,27.62,793.0,47.0,5.0
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,56000,Diesel,Manual,First,24.0,1120.0,70.0,5.0
Hyundai Getz GVS,Mumbai,2005,35000,Petrol,Manual,First,15.3,1341.0,61.0,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2015,54278,Diesel,Manual,First,12.99,2494.0,100.6,7.0
Hyundai Xcent 1.2 CRDi SX,Kolkata,2015,39000,Diesel,Manual,First,25.4,1186.0,73.97,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,2013,40000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,2013,41000,Petrol,Automatic,First,15.63,1499.0,110.4,5.0
BMW 5 Series 530i Sport Line,Kolkata,2011,30342,Petrol,Automatic,First,15.56,1998.0,252.0,5.0
Honda City ZX GXi,Mumbai,2008,88000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0
Maruti Wagon R VXI 1.2,Chennai,2018,9000,Petrol,Manual,First,21.5,1197.0,81.8,5.0
Maruti Swift Dzire VDi,Delhi,2010,70000,Diesel,Manual,First,19.3,1248.0,73.9,5.0
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,46279,Petrol,Manual,First,16.47,1198.0,73.9,5.0
Maruti Ritz LDi,Pune,2016,105000,Diesel,Manual,Second,23.2,1248.0,73.94,5.0
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,130000,Diesel,Manual,First,16.52,1991.0,123.7,5.0
Renault KWID RXL,Jaipur,2017,30000,Petrol,Manual,First,25.17,799.0,53.3,5.0
Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,54000,Diesel,Manual,First,19.33,1968.0,138.03,5.0
Ford Figo Diesel Titanium,Jaipur,2010,65000,Diesel,Manual,First,20.0,1399.0,68.0,5.0
Maruti Swift Dzire VXi,Hyderabad,2010,70000,Petrol,Manual,First,17.5,1298.0,85.8,5.0
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Pune,2015,46000,Diesel,Automatic,First,13.0,2143.0,204.0,5.0
Chevrolet Spark 1.0 LS,Pune,2007,113000,Petrol,Manual,First,18.0,995.0,62.0,5.0
Hyundai Grand i10 Sportz,Jaipur,2016,67310,Petrol,Manual,First,18.9,1197.0,82.0,5.0
Honda City 1.5 S MT,Jaipur,2011,83035,Petrol,Manual,Second,17.0,1497.0,118.0,5.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2015,36983,Diesel,Manual,First,12.99,2494.0,100.0,7.0
Chevrolet Cruze LTZ,Pune,2010,76000,Diesel,Manual,Third,18.3,1991.0,147.9,5.0
Maruti Ritz VDi,Kolkata,2011,71428,Diesel,Manual,First,21.1,1248.0,73.9,5.0
Maruti Ritz ZXi,Mumbai,2015,10500,Petrol,Manual,Second,18.5,1197.0,85.8,5.0
Honda City 1.5 S AT,Kochi,2010,58997,Petrol,Automatic,First,16.8,1497.0,118.0,5.0
Maruti Celerio VXI,Delhi,2015,39842,Petrol,Manual,First,23.1,998.0,67.04,5.0
Tata Indica Vista Aqua 1.2 Safire,Jaipur,2009,45000,Petrol,Manual,First,15.8,1172.0,65.0,5.0
Honda City i VTEC V,Hyderabad,2011,80000,Petrol,Manual,First,17.4,1497.0,117.3,5.0
Toyota Etios Liva Diesel TRD Sportivo,Bangalore,2012,56600,Diesel,Manual,First,23.59,1197.0,74.0,5.0
Skoda Rapid Ultima 1.6 TDI Ambition Plus,Coimbatore,2015,55409,Diesel,Manual,First,20.5,1598.0,103.5,5.0
Maruti SX4 ZXI AT,Mumbai,2009,77000,Petrol,Automatic,First,12.6,1586.0,103.3,5.0
Hyundai i20 new Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1197.0,74.0,5.0
Maruti Alto 800 LXI,Coimbatore,2016,59491,Petrol,Manual,First,22.74,796.0,47.3,5.0
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Hyderabad,2007,51000,Diesel,Manual,First,10.5,2179.0,120.0,7.0
Maruti Baleno Zeta 1.2,Coimbatore,2017,18725,Petrol,Manual,First,21.4,1197.0,83.1,5.0
BMW X3 2.5si,Bangalore,2009,92000,Petrol,Automatic,First,11.5,2497.0,218.0,5.0
Maruti Ritz VDi,Coimbatore,2013,61450,Diesel,Manual,First,21.1,1248.0,73.9,5.0
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016,18592,Petrol,Manual,First,20.3,998.0,68.05,5.0
Chevrolet Enjoy 1.3 TCDi LTZ 7,Bangalore,2013,65137,Diesel,Manual,Second,18.2,1248.0,73.74,7.0
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2011,83000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,37000,Diesel,Automatic,First,22.32,1582.0,126.3,5.0
Honda BRV i-VTEC V CVT,Coimbatore,2017,14052,Petrol,Automatic,First,16.0,1497.0,117.3,7.0
Hyundai i10 Magna 1.2,Coimbatore,2011,45086,Petrol,Manual,First,20.36,1197.0,78.9,5.0
Maruti Wagon R VXI BS IV,Bangalore,2016,25400,Petrol,Manual,Second,20.51,998.0,67.04,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2008,194500,Diesel,Manual,First,12.8,2494.0,102.0,8.0
Toyota Innova 2.5 V Diesel 8-seater,Pune,2014,89000,Diesel,Manual,First,12.8,2494.0,102.0,8.0
Hyundai Verna 1.4 CX,Kolkata,2012,50000,Diesel,Manual,First,23.5,1396.0,88.7,5.0
Hyundai i20 Sportz AT 1.4,Pune,2012,76551,Petrol,Automatic,First,15.0,1396.0,98.6,5.0
Volkswagen Polo 1.2 MPI Highline,Mumbai,2017,9700,Petrol,Manual,First,16.2,1199.0,74.0,5.0
Hyundai Verna 1.6 EX VTVT,Mumbai,2013,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0
Hyundai i20 Magna Optional 1.2,Kolkata,2013,46000,Petrol,Manual,Second,18.5,1197.0,82.9,5.0
Hyundai Elantra CRDi SX,Bangalore,2014,72017,Diesel,Manual,First,22.7,1582.0,126.24,5.0
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2015,54407,Diesel,Manual,First,22.77,1498.0,98.59,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,2012,147000,Diesel,Manual,First,12.99,2494.0,100.0,8.0
Audi Q3 35 TDI Quattro Premium Plus,Jaipur,2015,61000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0
Skoda Rapid 1.6 MPI AT Style,Mumbai,2016,18856,Petrol,Automatic,First,14.3,1598.0,103.52,5.0
BMW X6 xDrive30d,Hyderabad,2011,76000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0
Mahindra KUV 100 D75 K8 5Str,Delhi,2017,17700,Diesel,Manual,First,25.32,1198.0,77.0,5.0
Nissan Micra Diesel XV,Kochi,2014,82267,Diesel,Manual,First,23.08,1461.0,63.1,5.0
Honda City i VTEC CVT VX,Kochi,2018,27041,Petrol,Automatic,First,18.0,1497.0,117.3,5.0
Maruti Alto K10 VXI,Bangalore,2014,63000,Petrol,Manual,Second,24.07,998.0,67.1,5.0
Maruti Wagon R VXI Minor,Hyderabad,2008,61000,Petrol,Manual,First,18.9,1061.0,67.0,5.0
Mahindra TUV 300 2015-2019 T8,Kochi,2018,28466,Diesel,Manual,First,18.49,1493.0,100.0,7.0
Hyundai Santro LS zipPlus,Kolkata,2002,80000,Petrol,Manual,First,0.0,1086.0,74.0,5.0
Hyundai EON Era Plus,Delhi,2013,35373,Petrol,Manual,First,21.1,814.0,55.2,5.0
Tata New Safari DICOR 2.2 EX 4x2,Jaipur,2014,51000,Diesel,Manual,First,11.57,2179.0,138.1,7.0
Audi A6 2011-2015 2.0 TDI,Mumbai,2013,49000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0
Nissan Sunny Diesel XV,Kolkata,2015,41000,Diesel,Manual,First,22.71,1461.0,84.8,5.0
Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2011,82831,Diesel,Manual,Second,12.8,2494.0,102.0,7.0
Honda City 1.5 E MT,Mumbai,2010,52000,Petrol,Manual,First,17.0,1497.0,118.0,5.0
Maruti Swift VDI BSIV,Hyderabad,2015,39736,Diesel,Manual,First,25.2,1248.0,74.0,5.0
Renault Duster 110PS Diesel RxL,Mumbai,2014,26500,Diesel,Manual,First,19.01,1461.0,108.45,5.0
Maruti Dzire VXI,Mumbai,2010,40000,Petrol,Manual,First,22.0,1197.0,81.8,5.0
Nissan Terrano XV D Pre,Chennai,2015,54000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0
Maruti Wagon R LXI,Kolkata,2014,54841,Petrol,Manual,First,22.5,998.0,67.04,5.0
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,34000,Diesel,Manual,First,22.7,1498.0,89.84,5.0
Honda Brio E MT,Ahmedabad,2012,16000,Petrol,Manual,First,19.4,1198.0,86.8,5.0
Ford Fiesta 1.4 SXi TDCi,Pune,2009,134000,Diesel,Manual,First,17.8,1399.0,74.0,5.0
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,24000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0
Mahindra Xylo E8,Bangalore,2013,60000,Diesel,Manual,First,14.0,2498.0,112.0,8.0
Hyundai EON 1.0 Era Plus,Kochi,2015,58469,Petrol,Manual,First,20.3,998.0,68.05,5.0
Volkswagen Polo Diesel Highline 1.2L,Pune,2011,110000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0
Hyundai Elantra 2.0 SX Option AT,Kochi,2018,21127,Petrol,Automatic,First,14.62,1999.0,149.92,5.0
Toyota Innova 2.0 V,Pune,2013,56000,Petrol,Manual,First,12.4,1998.0,132.0,8.0
Mahindra Xylo H9,Mumbai,2014,101000,Diesel,Manual,First,14.02,2179.0,118.3,8.0
Hyundai i20 1.2 Magna Executive,Hyderabad,2018,13664,Petrol,Manual,First,18.6,1197.0,81.83,5.0
Renault Duster Adventure Edition,Mumbai,2014,65371,Diesel,Manual,First,19.01,1461.0,108.45,5.0
Hyundai Verna VTVT 1.6 SX,Delhi,2014,70428,Petrol,Manual,First,17.0,1591.0,121.3,5.0
Hyundai Verna 1.6 CRDI,Bangalore,2012,69010,Diesel,Manual,First,22.32,1582.0,126.3,5.0
Maruti Alto 800 2016-2019 LXI,Kolkata,2017,68000,Petrol,Manual,First,24.7,796.0,47.3,5.0
Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012,45000,Diesel,Manual,First,21.64,1461.0,84.8,5.0
Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017,55945,Diesel,Manual,First,19.3,1248.0,73.9,5.0
Chevrolet Sail Hatchback LS ABS,Hyderabad,2013,70000,Diesel,Manual,First,22.1,1248.0,76.9,5.0
Maruti Wagon R LXI,Mumbai,2014,12000,Petrol,Manual,First,18.9,998.0,67.1,5.0
Toyota Etios G,Delhi,2012,52052,Petrol,Manual,First,16.78,1496.0,88.73,5.0
Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012,62940,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0
Hyundai Santro Xing GL Plus,Kolkata,2012,102000,Petrol,Manual,First,17.92,1086.0,62.1,5.0
Volkswagen Vento Diesel Highline,Chennai,2012,60000,Diesel,Manual,First,20.54,1598.0,103.6,5.0
Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013,66000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0
Honda Brio 1.2 VX MT,Hyderabad,2012,41000,Petrol,Manual,First,18.5,1198.0,86.8,5.0
Honda CR-V 2.4 4WD AT,Chennai,2005,135000,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0
Honda City 1.5 S AT,Pune,2012,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014,55000,Diesel,Automatic,First,11.78,2143.0,167.62,5.0
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016,37354,Petrol,Manual,First,18.88,999.0,123.37,5.0
Mercedes-Benz GLE 250d,Delhi,2016,21000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,66508,Diesel,Automatic,First,18.12,1995.0,190.0,5.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,2013,88000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0
Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,2012,52000,Diesel,Manual,First,12.55,2982.0,169.0,7.0
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2017,41372,Diesel,Automatic,First,17.9,2143.0,136.0,5.0
Skoda Rapid 1.5 TDI AT Ambition,Jaipur,2017,50000,Diesel,Automatic,Second,21.72,1498.0,108.4,5.0
Maruti Swift VDI BSIV,Kolkata,2012,72000,Diesel,Manual,First,17.8,1248.0,74.0,5.0
Honda Amaze S i-Dtech,Kolkata,2013,51637,Diesel,Manual,First,25.8,1498.0,98.6,5.0
Toyota Corolla Altis G,Mumbai,2009,48233,Petrol,Manual,First,14.53,1798.0,138.1,5.0
Hyundai Grand i10 Asta,Chennai,2016,58000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0
Honda Jazz 1.2 V CVT i VTEC,Chennai,2015,44550,Petrol,Automatic,First,19.0,1199.0,88.7,5.0
Hyundai Verna 1.6 SX,Ahmedabad,2013,60001,Diesel,Manual,First,22.32,1582.0,126.32,5.0
Toyota Fortuner 4x2 AT,Delhi,2014,150000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,2015,33000,Diesel,Automatic,First,11.5,2987.0,210.0,5.0
Mahindra TUV 300 P4,Kolkata,2016,27000,Diesel,Manual,First,0.0,1197.0,74.0,5.0
Volkswagen Polo 1.5 TDI Highline,Jaipur,2015,62766,Diesel,Manual,First,20.14,1498.0,88.8,5.0
Maruti Wagon R LXI BS IV,Delhi,2010,73575,Petrol,Manual,First,18.9,998.0,67.1,5.0
Honda Amaze SX i-DTEC,Pune,2015,63000,Diesel,Manual,First,25.8,1498.0,98.6,5.0
Toyota Innova Crysta 2.8 ZX AT,Jaipur,2017,27270,Diesel,Automatic,First,11.36,2755.0,171.5,7.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,2016,41737,Diesel,Automatic,First,19.27,2143.0,170.0,5.0
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,28358,Diesel,Automatic,First,19.27,2143.0,167.62,5.0
Maruti Ritz VDi ABS,Pune,2012,75500,Diesel,Manual,Second,21.1,1248.0,73.9,5.0
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,9900,Petrol,Manual,First,18.7,1199.0,88.7,5.0
Honda Brio S MT,Mumbai,2014,17000,Petrol,Manual,First,19.4,1198.0,86.8,5.0
BMW 5 Series 520d Sedan,Bangalore,2009,150000,Diesel,Automatic,Second,18.48,1197.0,74.0,5.0
Hyundai Creta 1.4 CRDi S Plus,Bangalore,2015,68178,Diesel,Manual,First,21.38,1396.0,88.7,5.0
Hyundai Getz GLE,Hyderabad,2009,52008,Petrol,Manual,First,15.3,1341.0,83.0,5.0
Chevrolet Beat Diesel LS,Kolkata,2013,76000,Diesel,Manual,First,25.44,936.0,56.3,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,48222,Diesel,Automatic,First,17.68,1968.0,174.33,5.0
Hyundai Xcent 1.2 Kappa SX Option,Delhi,2016,100000,Petrol,Manual,First,19.1,1197.0,82.0,5.0
Maruti Swift Dzire VDi,Delhi,2010,68000,Diesel,Manual,First,19.3,1248.0,73.9,5.0
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2015,76115,Diesel,Automatic,First,13.5,2477.0,175.56,7.0
Maruti Swift 1.3 VXi,Kolkata,2015,36009,Petrol,Manual,First,16.1,1197.0,74.0,5.0
Toyota Fortuner 4x2 AT,Hyderabad,2013,142000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0
Volvo S60 D5 Kinetic,Hyderabad,2011,70000,Diesel,Automatic,First,13.2,2400.0,215.0,5.0
Hyundai Creta 1.6 CRDi SX,Coimbatore,2016,34224,Diesel,Manual,First,19.67,1582.0,126.2,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,2012,50000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0
Honda Mobilio V i DTEC,Mumbai,2015,30000,Diesel,Manual,First,24.2,1498.0,98.6,7.0
Renault Captur 1.5 Diesel RXL,Bangalore,2018,22000,Diesel,Manual,First,20.37,1461.0,108.45,5.0
Hyundai EON Sportz,Kolkata,2017,4000,Petrol,Manual,First,21.1,814.0,55.2,5.0
Volvo XC90 2007-2015 D5 AWD,Delhi,2014,22230,Diesel,Manual,First,11.1,2400.0,200.0,7.0
Maruti A-Star AT VXI,Bangalore,2011,46000,Petrol,Automatic,First,16.98,998.0,66.1,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2013,88700,Diesel,Automatic,First,14.21,2143.0,203.0,5.0
Hyundai Grand i10 Sportz,Hyderabad,2015,56000,Petrol,Manual,First,18.9,1197.0,82.0,5.0
Audi A3 35 TDI Attraction,Ahmedabad,2014,84004,Diesel,Automatic,First,20.38,1968.0,143.0,5.0
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16000,Diesel,Automatic,First,14.69,2993.0,258.0,5.0
Mahindra XUV500 W6 2WD,Jaipur,2015,85009,Diesel,Manual,Second,16.0,2179.0,140.0,7.0
Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,2014,86000,Petrol,Manual,First,18.88,999.0,123.37,5.0
Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,2015,93442,Diesel,Manual,First,18.2,1248.0,73.8,7.0
Mahindra Scorpio S10 8 Seater,Chennai,2015,65000,Diesel,Manual,First,15.4,2179.0,120.0,8.0
Hyundai i20 2015-2017 1.2 Magna,Pune,2013,67000,Petrol,Manual,First,18.5,1197.0,80.0,5.0
Renault Pulse RxZ,Coimbatore,2014,31513,Diesel,Manual,First,23.08,1461.0,63.12,5.0
Maruti Swift Dzire ZDI,Coimbatore,2017,75724,Diesel,Manual,First,26.59,1248.0,74.0,5.0
Hyundai EON Magna Plus,Kolkata,2013,69000,Petrol,Manual,First,21.1,814.0,55.2,5.0
Nissan Micra XL,Mumbai,2010,65000,Petrol,Manual,First,18.06,1198.0,75.0,5.0
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,27000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0
Maruti Swift VXI,Chennai,2014,56049,Petrol,Manual,First,18.6,1197.0,85.8,5.0
Skoda Rapid 1.6 TDI Ambition,Pune,2012,96987,Diesel,Manual,First,20.5,1598.0,103.5,5.0
Fiat Punto 1.4 Emotion,Jaipur,2010,65000,Petrol,Manual,Third,14.6,1197.0,74.0,5.0
Hyundai i10 Sportz 1.2,Bangalore,2010,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0
Honda Jazz 1.5 S i DTEC,Bangalore,2015,33500,Diesel,Manual,First,27.3,1498.0,98.6,5.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,2012,93000,Diesel,Manual,First,12.99,2494.0,100.0,8.0
Volvo XC60 D4 SUMMUM,Ahmedabad,2013,64000,Diesel,Automatic,First,14.7,1984.0,181.0,5.0
Maruti Ciaz ZDi Plus SHVS,Kochi,2017,48045,Diesel,Manual,First,28.09,1248.0,88.5,5.0
Mitsubishi Pajero 2.8 SFX,Hyderabad,2009,94000,Diesel,Manual,First,10.5,2835.0,107.2,6.0
Maruti Alto LXi,Chennai,2011,60000,Petrol,Manual,First,19.7,796.0,46.3,5.0
Maruti Swift 1.3 VXi,Pune,2010,115000,Petrol,Manual,Second,16.1,1197.0,74.0,5.0
BMW 3 Series 320d,Bangalore,2011,56000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0
Hyundai i20 1.4 CRDi Asta,Pune,2012,98472,Diesel,Manual,First,23.0,1396.0,90.0,5.0
Hyundai Creta 1.6 CRDi SX,Hyderabad,2016,37800,Diesel,Manual,First,19.67,1582.0,126.2,5.0
Maruti Omni 5 Seater BSIV,Coimbatore,2016,63617,Petrol,Manual,First,14.0,796.0,35.0,5.0
Hyundai Verna CRDi SX ABS,Ahmedabad,2011,68000,Diesel,Manual,First,18.1,1493.0,110.0,5.0
Maruti Baleno Sigma 1.2,Kochi,2017,11282,Petrol,Manual,First,21.4,1197.0,83.1,5.0
Honda Amaze S i-Dtech,Chennai,2013,75000,Diesel,Manual,First,25.8,1498.0,98.6,5.0
BMW X3 xDrive20d Advantage Edition,Coimbatore,2014,78984,Diesel,Automatic,First,16.09,1995.0,184.0,5.0
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,71000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0
Honda Brio 1.2 VX MT,Kochi,2014,43814,Petrol,Manual,First,18.5,1198.0,86.8,5.0
Hyundai i10 Magna,Kolkata,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0
Hyundai Santro Xing XL,Jaipur,2007,85000,Petrol,Manual,Second,0.0,1086.0,74.0,5.0
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2015,65438,Diesel,Automatic,First,17.68,1968.0,174.33,5.0
Renault Duster 85PS Diesel RxL,Mumbai,2014,28215,Diesel,Manual,First,19.87,1461.0,83.8,5.0
Honda Mobilio RS Option i DTEC,Bangalore,2015,38000,Diesel,Manual,First,24.5,1498.0,98.6,7.0
Volkswagen Polo Petrol Highline 1.2L,Kochi,2012,64213,Petrol,Manual,First,16.47,1198.0,73.9,5.0
Mercedes-Benz E-Class E 220 d,Delhi,2017,15000,Petrol,Automatic,First,12.6,1950.0,191.34,5.0
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,2011,82000,Diesel,Automatic,First,13.5,2987.0,282.0,5.0
Hyundai Accent GLX,Pune,2009,60000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0
Maruti Swift Dzire VXi,Chennai,2012,158000,Petrol,Manual,First,17.5,1298.0,85.8,5.0
Hyundai i10 Magna,Chennai,2007,73000,Petrol,Manual,First,20.36,1197.0,78.9,5.0
Honda Brio 1.2 S MT,Coimbatore,2013,71601,Petrol,Manual,First,18.5,1198.0,86.8,5.0
Maruti Ritz VDi,Hyderabad,2015,82328,Diesel,Manual,First,21.1,1248.0,73.9,5.0
Honda Brio 1.2 S MT,Kolkata,2011,38000,Petrol,Manual,First,18.5,1198.0,86.8,5.0
Maruti Swift VXI BSIV,Pune,2014,85000,Petrol,Manual,First,20.4,1197.0,81.8,5.0
Renault Duster 110PS Diesel RxL,Jaipur,2012,116000,Diesel,Manual,First,19.01,1461.0,108.45,5.0
Hyundai Santro Xing GLS,Mumbai,2008,65000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0
Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,2018,5600,Petrol,Manual,First,18.15,1198.0,82.0,5.0
Ford Endeavour 3.0L 4X4 AT,Delhi,2012,68000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0
Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,2010,29300,Petrol,Manual,First,15.8,1172.0,65.0,5.0
Land Rover Discovery Sport TD4 S,Kochi,2018,23342,Diesel,Automatic,First,12.83,2179.0,147.5,5.0
BMW 3 Series 320d Sport,Coimbatore,2017,41078,Diesel,Automatic,First,22.69,1995.0,190.0,5.0
Volkswagen Vento 1.5 TDI Highline Plus,Chennai,2014,38000,Diesel,Manual,First,20.64,1498.0,108.49,5.0
Tata Indica Vista TDI LS,Hyderabad,2013,132000,Diesel,Manual,Second,19.4,1405.0,70.0,5.0
Maruti Alto 800 LXI,Pune,2015,35000,Petrol,Manual,First,22.74,796.0,47.3,5.0
Ford Figo Diesel LXI,Ahmedabad,2012,80000,Diesel,Manual,First,20.0,1399.0,68.0,5.0
Ford Fiesta 1.4 SXi TDCi,Kolkata,2009,39408,Diesel,Manual,First,17.8,1399.0,74.0,5.0
Honda Jazz 1.2 V i VTEC,Kolkata,2015,27525,Petrol,Manual,First,18.7,1199.0,88.7,5.0
Hyundai Grand i10 1.2 CRDi Magna,Jaipur,2018,27000,Diesel,Manual,First,24.0,1186.0,73.97,5.0
Skoda Rapid 1.5 TDI Ambition,Pune,2015,82799,Diesel,Manual,First,21.14,1498.0,103.52,5.0
Maruti Ignis 1.2 Alpha,Pune,2017,8000,Petrol,Manual,First,20.89,1197.0,81.8,5.0
Toyota Fortuner 4x2 AT,Mumbai,2014,46000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0
Hyundai Verna 1.6 CRDI,Pune,2012,98000,Diesel,Manual,First,22.32,1582.0,126.3,5.0
Hyundai EON Era Plus,Coimbatore,2016,47924,Petrol,Manual,First,21.1,814.0,55.2,5.0
Ford Ecosport 1.5 Ti VCT AT Titanium,Chennai,2013,39000,Petrol,Automatic,First,16.5,1499.0,110.0,5.0
Hyundai Grand i10 Asta Option,Coimbatore,2017,33601,Petrol,Manual,First,18.9,1197.0,82.0,5.0
Hyundai Creta 1.6 SX Automatic Diesel,Pune,2015,85000,Diesel,Automatic,First,17.6,1582.0,126.2,5.0
Toyota Corolla Altis G,Pune,2012,54000,Petrol,Manual,First,14.53,1798.0,138.1,5.0
Maruti Vitara Brezza ZDi,Pune,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0
Volkswagen CrossPolo 1.2 TDI,Hyderabad,2013,80020,Diesel,Manual,Second,22.07,1199.0,74.0,5.0
Ford Ikon 1.4 ZXi,Chennai,2005,87500,Petrol,Manual,Second,13.8,1399.0,68.0,5.0
Honda Mobilio V i VTEC,Mumbai,2015,59500,Petrol,Manual,First,17.3,1497.0,117.3,7.0
Honda Mobilio S i DTEC,Hyderabad,2015,76000,Diesel,Manual,First,24.2,1498.0,98.6,7.0
Porsche Cayenne Diesel,Bangalore,2014,43000,Diesel,Automatic,Second,15.15,2967.0,240.0,5.0
Honda Amaze E i-Vtech,Kochi,2015,41850,Petrol,Manual,First,18.0,1198.0,86.7,5.0
Audi A3 35 TDI Premium Plus,Hyderabad,2015,52300,Diesel,Automatic,First,20.38,1968.0,143.0,5.0
Mahindra XUV500 W6 2WD,Pune,2013,31924,Diesel,Manual,First,15.1,2179.0,140.0,7.0
Hyundai Verna Transform SX VGT CRDi BS III,Coimbatore,2014,77914,Diesel,Manual,First,16.2,1493.0,110.0,5.0
Ford Ecosport 1.5 DV5 MT Trend,Pune,2013,70000,Diesel,Manual,First,22.7,1498.0,89.84,5.0
Maruti Alto LXi,Chennai,2010,94385,Petrol,Manual,Second,19.7,796.0,46.3,5.0
