"Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price"
"Maruti Swift 1.3 VXi","Mumbai","2007.0","55000.0","Petrol","Manual","Second","16.1 kmpl","","","","1.75"
"Toyota Corolla H4","Jaipur","2004.0","160000.0","Petrol","Automatic","Second","11.3 kmpl","1794 CC","125 bhp","5.0","1.5"
"Hyundai i10 Sportz","Kochi","2012.0","42591.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.2"
"Hyundai i20 1.4 CRDi Sportz","Bangalore","2012.0","67000.0","Diesel","Manual","First","23.0 kmpl","1396 CC","90 bhp","5.0","4.5"
"Honda Amaze S i-Dtech","Pune","2014.0","48000.0","Diesel","Manual","Second","25.8 kmpl","1498 CC","98.6 bhp","5.0","4.5"
"Hyundai Verna 1.6 SX CRDI (O) AT","Jaipur","2014.0","97000.0","Diesel","Automatic","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","8.0"
"Mercedes-Benz GLA Class 200 d Sport","Mumbai","2018.0","10000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","136 bhp","5.0","28.9"
"Volkswagen Polo 1.5 TDI Trendline","Coimbatore","2015.0","56900.0","Diesel","Manual","First","20.14 kmpl","1498 CC","88.8 bhp","5.0","4.1"
"Hyundai Santro AT","Hyderabad","2006.0","74483.0","Petrol","Automatic","First","0.0 kmpl","999 CC","null bhp","5.0","2.3"
"Maruti Baleno Zeta Automatic","Kochi","2017.0","36152.0","Petrol","Automatic","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","7.22"
"Maruti Swift VDI","Hyderabad","2014.0","85512.0","Diesel","Manual","First","22.9 kmpl","1248 CC","74 bhp","5.0","5.8"
"Mahindra Xylo D2 BSIV","Chennai","2013.0","234000.0","Diesel","Manual","Second","14.0 kmpl","2489 CC","95 bhp","8.0","3.5"
"Ford Ecosport 1.5 DV5 MT Trend","Bangalore","2013.0","36000.0","Diesel","Manual","Second","22.7 kmpl","1498 CC","89.84 bhp","5.0","6.35"
"Mahindra XUV500 W8 2WD","Delhi","2015.0","36096.0","Diesel","Manual","First","15.1 kmpl","2179 CC","140 bhp","7.0","8.85"
"Chevrolet Beat LS","Hyderabad","2010.0","111111.0","Petrol","Manual","Second","18.6 kmpl","1199 CC","79.4 bhp","5.0","2.0"
"Hyundai Verna 1.6 VTVT","Bangalore","2012.0","73000.0","Petrol","Manual","First","17.01 kmpl","1591 CC","121.3 bhp","5.0","5.5"
"Hyundai Grand i10 Asta","Kolkata","2014.0","44300.0","Petrol","Manual","Second","18.9 kmpl","1197 CC","82 bhp","5.0","2.3"
"Renault Duster 110PS Diesel RxZ","Bangalore","2014.0","74500.0","Diesel","Manual","First","19.01 kmpl","1461 CC","108.45 bhp","5.0","7.95"
"Hyundai Xcent 1.2 Kappa S Option","Coimbatore","2016.0","21495.0","Petrol","Manual","First","19.1 kmpl","1197 CC","81.86 bhp","5.0","6.16"
"Hyundai i10 Sportz","Delhi","2012.0","59000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.85"
"Mercedes-Benz GLA Class 200 Sport Edition","Delhi","2016.0","23000.0","Petrol","Automatic","First","13.7 kmpl","1991 CC","183 bhp","5.0","25.0"
"Mercedes-Benz New C-Class 220 CDI MT","Coimbatore","2008.0","50135.0","Diesel","Manual","First","15.8 kmpl","2148 CC","170 bhp","5.0","10.36"
"Mercedes-Benz CLA 200 Sport Edition","Delhi","2016.0","25000.0","Petrol","Automatic","First","15.04 kmpl","1991 CC","183 bhp","5.0","26.0"
"Hyundai Verna 1.6 SX CRDi (O)","Kolkata","2013.0","47000.0","Diesel","Manual","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","4.35"
"Mahindra Xylo D2 Maxx","Chennai","2016.0","150000.0","Diesel","Manual","First","14.95 kmpl","2489 CC","93.7 bhp","9.0","4.5"
"Maruti Swift Dzire LDI","Delhi","2015.0","53503.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","5.0"
"Hyundai i10 Sportz","Ahmedabad","2014.0","47003.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.67"
"Tata Safari Storme Explorer Edition","Delhi","2014.0","80000.0","Diesel","Manual","First","14.0 kmpl","2179 CC","138.1 bhp","7.0","6.0"
"Hyundai Grand i10 Asta","Coimbatore","2018.0","20492.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","6.34"
"Mini Cooper Convertible S","Chennai","2012.0","17000.0","Petrol","Automatic","Second","16.82 kmpl","1998 CC","189.08 bhp","4.0","22.0"
"Toyota Corolla H5","Delhi","2006.0","79000.0","Petrol","Manual","Second","13.4 kmpl","1794 CC","125 bhp","5.0","1.67"
"Toyota Corolla Altis G MT","Kolkata","2014.0","27000.0","Petrol","Manual","First","14.28 kmpl","1798 CC","138.03 bhp","5.0","7.95"
"Maruti Grand Vitara 2.4 MT","Kochi","2018.0","28786.0","Petrol","Manual","First","10.4 kmpl","2393 CC","163.5 bhp","5.0","9.74"
"Mahindra XUV500 W8 1.99 mHawk","Chennai","2011.0","143354.0","Diesel","Manual","Second","16.0 kmpl","1997 CC","140 bhp","7.0","6.0"
"Maruti Estilo LXI","Chennai","2008.0","56000.0","Petrol","Manual","Second","19.5 kmpl","1061 CC","null bhp","","1.5"
"Mini Cooper 3 DOOR S","Mumbai","2013.0","21000.0","Petrol","Automatic","First","17.44 kmpl","1998 CC","189.08 bhp","4.0","21.5"
"Maruti Wagon R CNG LXI","Pune","2014.0","29202.0","CNG","Manual","First","33.54 km/kg","998 CC","67.04 bhp","5.0","3.9"
"Maruti Ritz VDi","Jaipur","2009.0","73000.0","Diesel","Manual","Second","21.1 kmpl","1248 CC","73.9 bhp","5.0","2.35"
"Volkswagen Polo Diesel Comfortline 1.2L","Delhi","2012.0","74000.0","Diesel","Manual","Second","22.07 kmpl","1199 CC","73.9 bhp","5.0","2.65"
"Hyundai i10 Magna","Kochi","2011.0","65423.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.16"
"Maruti A-Star Vxi","Jaipur","2009.0","65000.0","Petrol","Manual","Second","19.0 kmpl","998 CC","66.1 bhp","5.0","2.05"
"Maruti Wagon R LXI CNG","Hyderabad","2013.0","83875.0","CNG","Manual","Second","26.6 km/kg","998 CC","58.16 bhp","5.0","2.95"
"Maruti Wagon R Stingray LXI","Hyderabad","2014.0","55277.0","Petrol","Manual","First","20.51 kmpl","998 CC","67.04 bhp","5.0","3.9"
"Honda Mobilio S i DTEC","Coimbatore","2017.0","50808.0","Diesel","Manual","Second","24.2 kmpl","1498 CC","98.6 bhp","7.0","6.68"
"Hyundai EON Era Plus","Jaipur","2017.0","52000.0","Petrol","Manual","Second","21.1 kmpl","814 CC","55.2 bhp","5.0","3.5"
"Skoda Rapid 1.6 MPI AT Ambition","Mumbai","2017.0","32000.0","Petrol","Automatic","First","14.84 kmpl","1598 CC","103.52 bhp","5.0","8.11"
"Maruti Ciaz VDi Plus SHVS","Delhi","2017.0","25000.0","Diesel","Manual","First","28.09 kmpl","1248 CC","88.5 bhp","5.0","8.3"
"Mercedes-Benz M-Class ML 250 CDI","Coimbatore","2016.0","23218.0","Diesel","Automatic","First","15.26 kmpl","2143 CC","203.2 bhp","5.0","45.61"
"Skoda Laura Elegance 2.0 TDI CR AT","Pune","2010.0","84000.0","Diesel","Automatic","First","20.0 kmpl","1968 CC","138.1 bhp","5.0","4.45"
"Maruti Vitara Brezza VDi Option","Delhi","2017.0","40000.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","7.85"
"Hyundai Santro Xing GLS LPG","Hyderabad","2011.0","17000.0","LPG","Manual","First","13.45 km/kg","1086 CC","62.1 bhp","5.0","3.1"
"Hyundai Grand i10 CRDi Sportz","Kolkata","2014.0","25135.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","3.75"
"Maruti Ertiga VDI","Delhi","2017.0","65000.0","Diesel","Manual","First","25.47 kmpl","1248 CC","88.50 bhp","7.0","7.65"
"Hyundai i20 1.2 Sportz","Ahmedabad","2013.0","40000.0","Petrol","Manual","First","17.0 kmpl","1197 CC","80 bhp","5.0","4.9"
"Mahindra XUV500 AT W10 FWD","Coimbatore","2018.0","24500.0","Diesel","Automatic","First","16.0 kmpl","2179 CC","140 bhp","7.0","16.52"
"Skoda Superb Elegance 1.8 TSI AT","Kochi","2016.0","56674.0","Petrol","Automatic","First","13.7 kmpl","1798 CC","157.75 bhp","5.0","14.05"
"Maruti Ciaz VXi Plus","Kochi","2016.0","51950.0","Petrol","Manual","First","20.73 kmpl","1373 CC","91.1 bhp","5.0","6.75"
"Hyundai Creta 1.6 CRDi SX","Kolkata","2016.0","51000.0","Diesel","Manual","First","19.67 kmpl","1582 CC","126.2 bhp","5.0","9.2"
"Toyota Etios GD","Chennai","2012.0","150000.0","Diesel","Manual","Third","23.59 kmpl","1364 CC","null bhp","5.0","3.0"
"Honda City 1.5 S MT","Chennai","2008.0","114750.0","Petrol","Manual","Second","17.0 kmpl","1497 CC","118 bhp","5.0","2.75"
"Ford Endeavour 2.2 Trend MT 4X4","Hyderabad","2016.0","107890.0","Diesel","Manual","First","13.5 kmpl","2198 CC","157.7 bhp","7.0","20.5"
"Hyundai i20 2015-2017 1.4 Magna ABS","Pune","2012.0","64000.0","Diesel","Manual","First","21.9 kmpl","1396 CC","90 bhp","5.0","4.25"
"Ford EcoSport 1.5 Petrol Trend","Kolkata","2016.0","21460.0","Petrol","Manual","First","17.0 kmpl","1497 CC","121.36 bhp","5.0","6.0"
"Hyundai i20 1.2 Sportz","Coimbatore","2015.0","29634.0","Petrol","Manual","Second","17.0 kmpl","1197 CC","80 bhp","5.0","6.0"
"Maruti Swift VXI BSIII","Ahmedabad","2008.0","52000.0","Petrol","Manual","First","16.1 kmpl","1298 CC","88.2 bhp","5.0","2.41"
"Honda Jazz V CVT","Hyderabad","2015.0","33000.0","Petrol","Automatic","First","19.0 kmpl","1199 CC","88.7 bhp","5.0","7.25"
"Volvo XC90 2007-2015 D5 AWD","Kochi","2014.0","89230.0","Diesel","Manual","First","11.1 kmpl","2400 CC","200 bhp","7.0","23.65"
"Maruti Baleno Alpha 1.2","Delhi","2016.0","27000.0","Petrol","Manual","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","6.5"
"Mercedes-Benz GLA Class 200 CDI SPORT","Kochi","2017.0","72524.0","Diesel","Automatic","Second","17.9 kmpl","2143 CC","136 bhp","5.0","18.06"
"Renault KWID RXT","Hyderabad","2016.0","73000.0","Petrol","Manual","First","25.17 kmpl","799 CC","53.3 bhp","5.0","3.2"
"Ford Figo 2015-2019 1.2P Titanium Opt MT","Coimbatore","2017.0","21740.0","Petrol","Manual","First","18.16 kmpl","1196 CC","86.8 bhp","5.0","6.42"
"Toyota Fortuner 4x2 Manual","Jaipur","2015.0","59000.0","Diesel","Manual","First","13.0 kmpl","2982 CC","168.5 bhp","7.0","23.0"
"Honda City 1.5 S MT","Chennai","2013.0","83432.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","5.9"
"Mahindra Scorpio S2 7 Seater","Pune","2014.0","87200.0","Diesel","Manual","First","15.4 kmpl","2523 CC","75 bhp","7.0","7.75"
"BMW 3 Series 320d","Hyderabad","2012.0","88000.0","Diesel","Automatic","First","13.2 kmpl","1995 CC","170 bhp","5.0","15.0"
"Maruti Vitara Brezza ZDi Plus","Jaipur","2017.0","48324.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","9.0"
"Mercedes-Benz New C-Class C 200 CGI Elegance","Delhi","2011.0","51000.0","Petrol","Automatic","First","11.74 kmpl","1796 CC","186 bhp","5.0","11.5"
"Hyundai Verna 1.6 VTVT","Kolkata","2012.0","24000.0","Petrol","Manual","Second","17.01 kmpl","1591 CC","121.3 bhp","5.0","6.2"
"Hyundai Grand i10 1.2 CRDi Sportz","Kochi","2017.0","20773.0","Diesel","Manual","First","24.0 kmpl","1186 CC","73.97 bhp","5.0","5.92"
"Volkswagen Polo 1.5 TDI Highline","Kolkata","2016.0","22000.0","Diesel","Manual","First","20.14 kmpl","1498 CC","88 bhp","5.0","6.29"
"Honda Amaze S i-Vtech","Kochi","2014.0","66355.0","Petrol","Manual","First","18.0 kmpl","1198 CC","86.7 bhp","5.0","4.12"
"Honda CR-V 2.4 AT","Pune","2007.0","115800.0","Petrol","Automatic","Third","10.1 kmpl","2354 CC","152 bhp","5.0","3.8"
"Hyundai Santro Xing GL Plus","Ahmedabad","2014.0","41125.0","Petrol","Manual","First","17.92 kmpl","1086 CC","62.1 bhp","5.0","2.7"
"Mercedes-Benz B Class B200 CDI","Coimbatore","2017.0","43812.0","Diesel","Automatic","First","15.0 kmpl","2143 CC","107.3 bhp","5.0","20.28"
"Honda Amaze S i-Vtech","Delhi","2014.0","69876.0","Petrol","Manual","First","18.0 kmpl","1198 CC","86.7 bhp","5.0","3.9"
"Toyota Fortuner 4x2 AT","Pune","2014.0","102000.0","Diesel","Automatic","Second","12.55 kmpl","2982 CC","168.5 bhp","7.0","16.5"
"Hyundai Verna 1.6 VTVT","Pune","2011.0","68000.0","Petrol","Manual","First","17.01 kmpl","1591 CC","121.3 bhp","5.0","3.7"
"Jaguar XJ 3.0L Portfolio","Delhi","2016.0","12000.0","Diesel","Automatic","First","10.5 kmpl","2993 CC","271.23 bhp","4.0","79.0"
"BMW 3 Series 320d","Mumbai","2013.0","25000.0","Diesel","Automatic","First","22.69 kmpl","1995 CC","190 bhp","5.0","17.99"
"Hyundai i20 Magna 1.4 CRDi (Diesel)","Jaipur","2013.0","51873.0","Diesel","Manual","First","21.9 kmpl","1396 CC","88.76 bhp","5.0","3.9"
"Ford Figo Diesel EXI Option","Chennai","2012.0","72500.0","Diesel","Manual","First","18.5 kmpl","1399 CC","68 bhp","5.0","3.12"
"Maruti Wagon R LXI BSIII","Pune","2007.0","83000.0","Petrol","Manual","First","14.0 kmpl","1061 CC","64 bhp","5.0","1.65"
"Hyundai Xcent 1.2 Kappa S Option","Kolkata","2015.0","39871.0","Petrol","Manual","First","19.1 kmpl","1197 CC","81.86 bhp","5.0","3.5"
"Mahindra Xylo H4","Chennai","2015.0","82000.0","Diesel","Manual","Second","14.02 kmpl","2179 CC","118.3 bhp","7.0","4.85"
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore","2018.0","23152.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","167.62 bhp","5.0","39.22"
"Hyundai i10 Magna","Kolkata","2007.0","71600.0","Petrol","Manual","Second","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.0"
"Toyota Fortuner 3.0 Diesel","Mumbai","2010.0","122000.0","Diesel","Manual","Second","11.5 kmpl","2982 CC","171 bhp","7.0","10.45"
"Toyota Camry Hybrid","Chennai","2016.0","29277.0","Petrol","Automatic","First","19.16 kmpl","2494 CC","158.2 bhp","5.0","27.0"
"Ford Figo Diesel ZXI","Kolkata","2011.0","60000.0","Diesel","Manual","First","20.0 kmpl","1399 CC","68 bhp","5.0","2.25"
"Hyundai Xcent 1.2 Kappa S Option","Kolkata","2014.0","42000.0","Petrol","Manual","First","19.1 kmpl","1197 CC","81.86 bhp","5.0","3.45"
"Hyundai i20 Sportz 1.2","Kochi","2016.0","61823.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","6.14"
"Hyundai i10 Magna LPG","Jaipur","2012.0","53000.0","LPG","Manual","Second","19.2 km/kg","1086 CC","68.05 bhp","5.0","2.85"
"Tata Indigo CS Emax CNG GLX","Chennai","2015.0","75000.0","CNG","Manual","First","24.6 km/kg","1193 CC","55.23 bhp","5.0","3.25"
"Maruti Dzire VDI","Hyderabad","2011.0","110000.0","Diesel","Manual","First","28.4 kmpl","1248 CC","73.75 bhp","5.0","4.0"
"Honda City 1.5 S MT","Kolkata","2010.0","38446.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","2.59"
"Maruti Baleno Delta 1.3","Delhi","2017.0","33000.0","Diesel","Manual","First","27.39 kmpl","1248 CC","74 bhp","5.0","6.96"
"Toyota Etios Liva G","Kolkata","2011.0","42118.0","Petrol","Manual","First","18.3 kmpl","1197 CC","null bhp","5.0","2.19"
"Hyundai EON Era Plus","Jaipur","2016.0","70000.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","3.0"
"Volkswagen Polo 1.5 TDI Highline","Delhi","2012.0","68038.0","Diesel","Manual","First","20.14 kmpl","1498 CC","88 bhp","5.0","3.6"
"Chevrolet Beat Diesel LS","Coimbatore","2014.0","55012.0","Diesel","Manual","Second","25.44 kmpl","936 CC","57.6 bhp","5.0","3.7"
"BMW 5 Series 520d Luxury Line","Ahmedabad","2013.0","55000.0","Diesel","Automatic","First","22.48 kmpl","1995 CC","190 bhp","5.0","21.75"
"Mercedes-Benz GLC 220d 4MATIC Sport","Mumbai","2017.0","25000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","170 bhp","5.0","45.0"
"Maruti Alto K10 VXI","Coimbatore","2011.0","46808.0","Petrol","Manual","Second","24.07 kmpl","998 CC","67.1 bhp","5.0","3.19"
"Hyundai Xcent 1.2 VTVT S","Coimbatore","2015.0","65743.0","Petrol","Manual","First","20.14 kmpl","1197 CC","81.86 bhp","5.0","6.2"
"Hyundai i10 Magna 1.1","Coimbatore","2013.0","64466.0","Petrol","Manual","First","19.81 kmpl","1086 CC","68.05 bhp","5.0","3.96"
"Tata Indica DLS","Kolkata","2009.0","75648.0","Diesel","Manual","First","13.5 kmpl","1405 CC","null bhp","5.0","0.82"
"Maruti Swift Dzire Tour LDI","Jaipur","2016.0","80000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","4.5"
"Hyundai Xcent 1.2 CRDi E Plus","Mumbai","2017.0","69000.0","Diesel","Manual","First","25.4 kmpl","1186 CC","73.97 bhp","5.0","3.55"
"Nissan Sunny Diesel XV","Chennai","2014.0","79200.0","Diesel","Manual","First","22.71 kmpl","1461 CC","84.8 bhp","5.0","5.5"
"Hyundai Creta 1.6 SX Option","Mumbai","2016.0","29477.0","Petrol","Manual","First","15.8 kmpl","1591 CC","121.3 bhp","5.0","10.25"
"Toyota Fortuner 2.8 2WD AT","Delhi","2017.0","40000.0","Diesel","Automatic","First","12.9 kmpl","2755 CC","174.5 bhp","7.0","30.0"
"Maruti Ritz VXi","Pune","2014.0","25000.0","Petrol","Manual","Second","18.5 kmpl","1197 CC","85.80 bhp","5.0","3.5"
"Renault Pulse RxL","Delhi","2014.0","67668.0","Diesel","Manual","First","23.08 kmpl","1461 CC","63.12 bhp","5.0","3.1"
"Skoda Fabia 1.2 MPI Ambiente Petrol","Hyderabad","2010.0","78000.0","Petrol","Manual","First","17.5 kmpl","1198 CC","75 bhp","5.0","3.25"
"Ford EcoSport 1.5 Diesel Titanium","Mumbai","2017.0","30000.0","Diesel","Manual","First","23.0 kmpl","1498 CC","98.96 bhp","5.0","8.99"
"Volkswagen Vento Petrol Comfortline","Kolkata","2015.0","70623.0","Petrol","Manual","First","15.04 kmpl","1598 CC","103.6 bhp","5.0","3.99"
"Nissan Terrano XV 110 PS","Mumbai","2015.0","54000.0","Diesel","Manual","Second","19.01 kmpl","1461 CC","108.5 bhp","5.0","6.0"
"Audi Q3 2012-2015 35 TDI Quattro Premium","Mumbai","2015.0","48000.0","Diesel","Automatic","First","15.73 kmpl","1968 CC","174.33 bhp","5.0","18.25"
"Toyota Innova 2.5 GX (Diesel) 7 Seater","Delhi","2012.0","62000.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100 bhp","7.0","7.75"
"Tata Zest Revotron 1.2T XE","Delhi","2017.0","47000.0","Petrol","Manual","Second","17.57 kmpl","1193 CC","88.7 bhp","5.0","4.5"
"Toyota Fortuner 3.0 Diesel","Bangalore","2014.0","171000.0","Diesel","Manual","First","11.5 kmpl","2982 CC","171 bhp","7.0","16.75"
"BMW X3 xDrive20d","Pune","2012.0","108000.0","Diesel","Automatic","First","16.09 kmpl","1995 CC","184 bhp","5.0","17.5"
"Maruti SX4 S Cross DDiS 320 Zeta","Chennai","2016.0","41000.0","Diesel","Manual","First","22.7 kmpl","1598 CC","118 bhp","5.0","7.7"
"Honda City 1.5 S MT","Pune","2012.0","66000.0","Petrol","Manual","Second","17.0 kmpl","1497 CC","118 bhp","5.0","4.45"
"Maruti Swift Dzire LDI","Jaipur","2015.0","144000.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","5.25"
"BMW 3 Series 320d M Sport","Kochi","2017.0","23806.0","Diesel","Automatic","First","22.69 kmpl","1995 CC","190 bhp","5.0","33.66"
"Nissan Micra XV CVT","Chennai","2013.0","89000.0","Petrol","Automatic","Second","19.34 kmpl","1198 CC","76 bhp","5.0","2.8"
"Maruti Baleno Zeta Automatic","Coimbatore","2018.0","38852.0","Petrol","Automatic","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","8.47"
"Maruti Ciaz ZDi Plus","Coimbatore","2018.0","68737.0","Diesel","Manual","First","26.21 kmpl","1248 CC","88.5 bhp","5.0","9.32"
"Mercedes-Benz CLA 200 CDI Style","Coimbatore","2017.0","23106.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","136 bhp","5.0","27.43"
"Honda Mobilio RS i DTEC","Delhi","2015.0","31250.0","Diesel","Manual","First","24.5 kmpl","1498 CC","98.6 bhp","7.0","6.5"
"Toyota Innova 2.5 GX (Diesel) 8 Seater","Delhi","2014.0","77795.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100.6 bhp","8.0","9.5"
"Jaguar XF 3.0 Litre S Premium Luxury","Kochi","2015.0","47759.0","Diesel","Automatic","First","14.74 kmpl","2993 CC","270.9 bhp","5.0","31.8"
"Toyota Etios Petrol TRD Sportivo","Chennai","2013.0","67620.0","Petrol","Manual","Second","17.6 kmpl","1496 CC","88.8 bhp","5.0","4.2"
"Chevrolet Beat Diesel LS","Kochi","2013.0","44378.0","Diesel","Manual","First","25.44 kmpl","936 CC","57.6 bhp","5.0","3.85"
"Honda Accord 2.4 M/T","Delhi","2012.0","64709.0","Petrol","Manual","Second","12.8 kmpl","2354 CC","177.6 bhp","5.0","6.0"
"Maruti Alto LXi","Hyderabad","2007.0","76161.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","1.65"
"Skoda Octavia Ambition 2.0 TDI AT","Bangalore","2013.0","58410.0","Diesel","Automatic","First","19.3 kmpl","1968 CC","141 bhp","5.0","14.5"
"Toyota Innova 2.5 V Diesel 7-seater","Delhi","2011.0","72000.0","Diesel","Manual","First","12.8 kmpl","2494 CC","102 bhp","7.0","7.1"
"Audi A4 35 TDI Premium Sport","Chennai","2016.0","11000.0","Diesel","Automatic","First","17.11 kmpl","1968 CC","174.33 bhp","5.0","28.0"
"Maruti Vitara Brezza ZDi Plus Dual Tone","Kochi","2017.0","45362.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","9.38"
"Hyundai Grand i10 Sportz","Kochi","2016.0","59767.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","4.78"
"Toyota Corolla DX","Chennai","2003.0","70000.0","Petrol","Manual","Second","13.4 kmpl","1794 CC","125 bhp","5.0","1.7"
"Tata Hexa XTA","Coimbatore","2019.0","14233.0","Diesel","Automatic","First","17.6 kmpl","2179 CC","153.86 bhp","7.0","17.85"
"Hyundai i20 2015-2017 1.2 Asta","Pune","2010.0","72000.0","Petrol","Manual","Second","17.0 kmpl","1197 CC","80 bhp","5.0","2.75"
"Hyundai Verna 1.6 SX VTVT","Mumbai","2014.0","11000.0","Petrol","Manual","First","17.01 kmpl","1591 CC","121.3 bhp","5.0","5.95"
"Maruti Omni 8 Seater BSIV","Mumbai","2011.0","39000.0","Petrol","Manual","First","14.0 kmpl","796 CC","35 bhp","5.0","1.5"
"Maruti Alto 800 2016-2019 VXI","Kochi","2019.0","19855.0","Petrol","Manual","First","24.7 kmpl","796 CC","47.3 bhp","5.0","3.8"
"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Bangalore","2017.0","20149.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","167.62 bhp","5.0","38.5"
"Hyundai i10 Era 1.1","Jaipur","2011.0","70000.0","Petrol","Manual","First","19.81 kmpl","1086 CC","68.05 bhp","5.0","2.15"
"Skoda Superb Style 1.8 TSI AT","Mumbai","2010.0","62004.0","Petrol","Automatic","Second","14.67 kmpl","1798 CC","177.46 bhp","5.0","3.75"
"Volkswagen Vento 1.5 TDI Highline AT","Mumbai","2016.0","25500.0","Diesel","Automatic","First","21.5 kmpl","1498 CC","108.5 bhp","5.0","8.95"
"Maruti Swift VDI BSIV","Hyderabad","2013.0","68800.0","Diesel","Manual","First","17.8 kmpl","1248 CC","null bhp","5.0","5.0"
"Honda Civic 2010-2013 1.8 V MT","Pune","2010.0","61700.0","Petrol","Manual","First","14.8 kmpl","1799 CC","130.2 bhp","5.0","2.95"
"BMW 3 Series 320i Sedan","Coimbatore","2010.0","59660.0","Petrol","Automatic","First","12.05 kmpl","1995 CC","154 bhp","5.0","10.49"
"Hyundai Santro Xing GLS","Hyderabad","2007.0","69775.0","Petrol","Manual","Second","17.92 kmpl","1086 CC","62.1 bhp","5.0","1.85"
"Maruti Swift VDI BSIV","Hyderabad","2016.0","51787.0","Diesel","Manual","First","17.8 kmpl","1248 CC","null bhp","5.0","6.45"
"Honda Accord 2001-2003 2.3 VTi L AT","Jaipur","2009.0","88000.0","Petrol","Automatic","First","11.1 kmpl","2354 CC","142 bhp","5.0","5.25"
"Maruti Ertiga VDI","Kolkata","2014.0","47052.0","Diesel","Manual","First","20.77 kmpl","1248 CC","88.76 bhp","7.0","5.99"
"Ford Fiesta Classic 1.4 Duratorq LXI","Kochi","2015.0","69749.0","Diesel","Manual","First","18.6 kmpl","1388 CC","67 bhp","5.0","3.82"
"Audi Q7 3.0 TDI Quattro Premium Plus","Hyderabad","2012.0","79000.0","Diesel","Automatic","First","12.07 kmpl","2967 CC","241.4 bhp","7.0","39.0"
"Audi A4 35 TDI Premium","Coimbatore","2016.0","39644.0","Diesel","Automatic","First","17.11 kmpl","1968 CC","174.33 bhp","5.0","25.75"
"Tata Indica Vista Quadrajet VX","Hyderabad","2012.0","137800.0","Diesel","Manual","First","22.3 kmpl","1248 CC","74 bhp","5.0","2.2"
"Hyundai Verna CRDi ABS","Chennai","2008.0","120000.0","Diesel","Manual","Second","18.1 kmpl","1493 CC","110 bhp","5.0","2.0"
"Mercedes-Benz E-Class E 220 d","Mumbai","2018.0","11000.0","Diesel","Automatic","First","16.1 kmpl","1950 CC","194 bhp","5.0","56.5"
"BMW 3 Series 320d Luxury Line","Mumbai","2014.0","18600.0","Diesel","Automatic","Second","22.69 kmpl","1995 CC","190 bhp","5.0","21.0"
"Hyundai Grand i10 CRDi Asta","Ahmedabad","2014.0","116905.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","4.0"
"Hyundai i10 Sportz AT","Coimbatore","2011.0","32824.0","Petrol","Automatic","First","16.95 kmpl","1197 CC","78.9 bhp","5.0","3.83"
"Maruti Swift VXi BSIV","Kochi","2016.0","19148.0","Petrol","Manual","First","16.1 kmpl","1197 CC","85 bhp","5.0","5.89"
"Hyundai Santro Xing GLS","Kolkata","2010.0","35008.0","Petrol","Manual","First","17.92 kmpl","1086 CC","62.1 bhp","5.0","1.36"
